Academic Year,LSS Number,LSS Name,School Number,School Name,AP Subject Group,Students Tested,Number of Exams,Exams per Student,Mean Grade per Exam,Exams with Grades 3-5,% Exams with Grades 3-5,Create Date
2019,03,Baltimore County,1371,Lansdowne High & Academy of Finance,All Sciences,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1371,Lansdowne High & Academy of Finance,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1473,Overlea High & Academy of Finance,All Subjects,72,88,1.2,1.55,15,17,20200210
2019,03,Baltimore County,1473,Overlea High & Academy of Finance,All Arts,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1473,Overlea High & Academy of Finance,All English,20,20,1,1.8,4,20,20200210
2019,03,Baltimore County,1473,Overlea High & Academy of Finance,All History & Social Science,33,35,1.1,1.49,6,17.1,20200210
2019,03,Baltimore County,1473,Overlea High & Academy of Finance,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1473,Overlea High & Academy of Finance,All Sciences,27,27,1,1.11,*,<= 5.0,20200210
2019,03,Baltimore County,1572,Kenwood High IB and Sports Science,All Subjects,124,176,1.4,2.19,58,33,20200210
2019,03,Baltimore County,1572,Kenwood High IB and Sports Science,All Arts,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1572,Kenwood High IB and Sports Science,All English,57,57,1,1.95,12,21.1,20200210
2019,03,Baltimore County,1572,Kenwood High IB and Sports Science,All History & Social Science,63,63,1,2.22,23,36.5,20200210
2019,03,Baltimore County,1572,Kenwood High IB and Sports Science,All Math & Computer Science,30,32,1.1,2.09,10,31.3,20200210
2019,03,Baltimore County,1572,Kenwood High IB and Sports Science,All Sciences,10,10,1,2.4,5,50,20200210
2019,03,Baltimore County,1572,Kenwood High IB and Sports Science,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1573,Sparrows Point High,All Subjects,102,137,1.3,2.92,85,62,20200210
2019,03,Baltimore County,1573,Sparrows Point High,All Arts,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1573,Sparrows Point High,All English,23,23,1,3.04,14,60.9,20200210
2019,03,Baltimore County,1573,Sparrows Point High,All History & Social Science,65,69,1.1,3.04,45,65.2,20200210
2019,03,Baltimore County,1573,Sparrows Point High,All Math & Computer Science,24,24,1,2.63,14,58.3,20200210
2019,03,Baltimore County,1573,Sparrows Point High,All Sciences,16,16,1,2.69,8,50,20200210
2019,03,Baltimore County,1573,Sparrows Point High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1574,Chesapeake High,All Subjects,83,154,1.9,2.12,48,31.2,20200210
2019,03,Baltimore County,1574,Chesapeake High,All Arts,11,11,1,3.55,*,>= 95.0,20200210
2019,03,Baltimore County,1574,Chesapeake High,All English,35,35,1,2.06,9,25.7,20200210
2019,03,Baltimore County,1574,Chesapeake High,All History & Social Science,50,62,1.2,2.06,19,30.6,20200210
2019,03,Baltimore County,1574,Chesapeake High,All Math & Computer Science,23,25,1.1,1.64,3,12,20200210
2019,03,Baltimore County,1574,Chesapeake High,All Sciences,19,19,1,2.05,5,26.3,20200210
2019,03,Baltimore County,1574,Chesapeake High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All Subjects,531,1158,2.2,3.37,898,77.5,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All AP Capstone,114,114,1,3.04,95,83.3,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All Arts,12,14,1.2,3.07,9,64.3,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All English,279,279,1,2.96,177,63.4,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All History & Social Science,240,298,1.2,3.85,264,88.6,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All Math & Computer Science,199,233,1.2,3.48,196,84.1,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All Sciences,187,193,1,3.26,133,68.9,20200210
2019,03,Baltimore County,1575,Eastern Technical High School,All World Languages & Cultures,27,27,1,3.63,24,88.9,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All Subjects,5878,11915,2,3.15,8042,67.5,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All AP Capstone,227,227,1,3.14,187,82.4,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All Arts,398,417,1,3.75,376,90.2,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All English,2194,2197,1,2.96,1333,60.7,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All History & Social Science,3711,4675,1.3,3.17,3172,67.9,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All Math & Computer Science,1834,2100,1.1,3.33,1537,73.2,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All Sciences,1691,1874,1.1,2.96,1120,59.8,20200210
2019,03,Baltimore County,A,All Baltimore County Schools,All World Languages & Cultures,423,425,1,3.2,317,74.6,20200210
2019,04,Calvert,0113,Patuxent High,All Subjects,287,505,1.8,2.5,226,44.8,20200210
2019,04,Calvert,0113,Patuxent High,All Arts,*,*,*,*,*,*,20200210
2019,04,Calvert,0113,Patuxent High,All English,97,97,1,2.53,41,42.3,20200210
2019,04,Calvert,0113,Patuxent High,All History & Social Science,249,274,1.1,2.37,111,40.5,20200210
2019,04,Calvert,0113,Patuxent High,All Math & Computer Science,78,84,1.1,2.74,47,56,20200210
2019,04,Calvert,0113,Patuxent High,All Sciences,44,45,1,2.67,23,51.1,20200210
2019,04,Calvert,0113,Patuxent High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,04,Calvert,0213,Calvert High,All Subjects,307,534,1.7,2.63,270,50.6,20200210
2019,04,Calvert,0213,Calvert High,All Arts,*,*,*,*,*,*,20200210
2019,04,Calvert,0213,Calvert High,All English,105,107,1,2.77,59,55.1,20200210
2019,04,Calvert,0213,Calvert High,All History & Social Science,248,262,1.1,2.56,128,48.9,20200210
2019,04,Calvert,0213,Calvert High,All Math & Computer Science,83,96,1.2,2.49,41,42.7,20200210
2019,04,Calvert,0213,Calvert High,All Sciences,54,55,1,2.73,30,54.5,20200210
2019,04,Calvert,0213,Calvert High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,04,Calvert,0217,Huntingtown High School,All Subjects,582,1071,1.8,3.08,703,65.6,20200210
2019,04,Calvert,0217,Huntingtown High School,All Arts,*,*,*,*,*,*,20200210
2019,04,Calvert,0217,Huntingtown High School,All English,189,190,1,2.88,121,63.7,20200210
2019,04,Calvert,0217,Huntingtown High School,All History & Social Science,495,566,1.1,2.84,323,57.1,20200210
2019,04,Calvert,0217,Huntingtown High School,All Math & Computer Science,197,231,1.2,3.68,193,83.5,20200210
2019,04,Calvert,0217,Huntingtown High School,All Sciences,76,79,1,3.43,61,77.2,20200210
2019,04,Calvert,0217,Huntingtown High School,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,04,Calvert,0314,Northern High,All Subjects,530,833,1.6,2.6,419,50.3,20200210
2019,04,Calvert,0314,Northern High,All Arts,*,*,*,*,*,*,20200210
2019,04,Calvert,0314,Northern High,All English,119,119,1,2.98,72,60.5,20200210
2019,04,Calvert,0314,Northern High,All History & Social Science,437,458,1,2.33,186,40.6,20200210
2019,04,Calvert,0314,Northern High,All Math & Computer Science,137,144,1.1,3.1,99,68.8,20200210
2019,04,Calvert,0314,Northern High,All Sciences,83,88,1.1,2.44,40,45.5,20200210
2019,04,Calvert,0314,Northern High,All World Languages & Cultures,17,17,1,3.35,15,88.2,20200210
2019,04,Calvert,A,All Calvert Schools,All Subjects,1706,2943,1.7,2.76,1618,55,20200210
2019,04,Calvert,A,All Calvert Schools,All Arts,19,20,1.1,3.85,*,>= 95.0,20200210
2019,04,Calvert,A,All Calvert Schools,All English,510,513,1,2.81,293,57.1,20200210
2019,04,Calvert,A,All Calvert Schools,All History & Social Science,1429,1560,1.1,2.56,748,47.9,20200210
2019,04,Calvert,A,All Calvert Schools,All Math & Computer Science,495,555,1.1,3.18,380,68.5,20200210
2019,04,Calvert,A,All Calvert Schools,All Sciences,257,267,1,2.83,154,57.7,20200210
2019,04,Calvert,A,All Calvert Schools,All World Languages & Cultures,28,28,1,3.36,24,85.7,20200210
2019,05,Caroline,0703,North Caroline High School,All Subjects,121,166,1.4,2.55,85,51.2,20200210
2019,05,Caroline,0703,North Caroline High School,All English,46,46,1,2.35,20,43.5,20200210
2019,05,Caroline,0703,North Caroline High School,All History & Social Science,55,56,1,2.48,30,53.6,20200210
2019,05,Caroline,0703,North Caroline High School,All Math & Computer Science,30,36,1.2,2.25,13,36.1,20200210
2019,05,Caroline,0703,North Caroline High School,All Sciences,15,15,1,2.67,9,60,20200210
2019,05,Caroline,0703,North Caroline High School,All World Languages & Cultures,13,13,1,4.31,*,>= 95.0,20200210
2019,05,Caroline,0801,Colonel Richardson High School,All Subjects,61,83,1.4,2.61,45,54.2,20200210
2019,05,Caroline,0801,Colonel Richardson High School,All Arts,*,*,*,*,*,*,20200210
2019,05,Caroline,0801,Colonel Richardson High School,All English,12,12,1,3.33,9,75,20200210
2019,05,Caroline,0801,Colonel Richardson High School,All History & Social Science,37,37,1,2.35,17,45.9,20200210
2019,05,Caroline,0801,Colonel Richardson High School,All Math & Computer Science,18,23,1.3,2.35,10,43.5,20200210
2019,05,Caroline,0801,Colonel Richardson High School,All Sciences,*,*,*,*,*,*,20200210
2019,05,Caroline,A,All Caroline Schools,All Subjects,182,249,1.4,2.57,130,52.2,20200210
2019,05,Caroline,A,All Caroline Schools,All Arts,*,*,*,*,*,*,20200210
2019,05,Caroline,A,All Caroline Schools,All English,58,58,1,2.55,29,50,20200210
2019,05,Caroline,A,All Caroline Schools,All History & Social Science,92,93,1,2.43,47,50.5,20200210
2019,05,Caroline,A,All Caroline Schools,All Math & Computer Science,48,59,1.2,2.29,23,39,20200210
2019,05,Caroline,A,All Caroline Schools,All Sciences,24,24,1,2.83,16,66.7,20200210
2019,05,Caroline,A,All Caroline Schools,All World Languages & Cultures,13,13,1,4.31,*,>= 95.0,20200210
2019,06,Carroll,0202,Francis Scott Key High,All Subjects,157,234,1.5,2.81,129,55.1,20200210
2019,06,Carroll,0202,Francis Scott Key High,All Arts,*,*,*,*,*,*,20200210
2019,06,Carroll,0202,Francis Scott Key High,All English,59,60,1,3.28,44,73.3,20200210
2019,06,Carroll,0202,Francis Scott Key High,All History & Social Science,126,146,1.2,2.58,68,46.6,20200210
2019,06,Carroll,0202,Francis Scott Key High,All Math & Computer Science,10,10,1,3.3,7,70,20200210
2019,06,Carroll,0202,Francis Scott Key High,All Sciences,10,11,1.1,2.55,4,36.4,20200210
2019,06,Carroll,0202,Francis Scott Key High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,06,Carroll,0507,Liberty High,All Subjects,389,732,1.9,3.24,526,71.9,20200210
2019,06,Carroll,0507,Liberty High,All Arts,22,22,1,3.77,19,86.4,20200210
2019,06,Carroll,0507,Liberty High,All English,154,154,1,3.34,123,79.9,20200210
2019,06,Carroll,0507,Liberty High,All History & Social Science,190,201,1.1,3.62,168,83.6,20200210
2019,06,Carroll,0507,Liberty High,All Math & Computer Science,201,220,1.1,2.85,127,57.7,20200210
2019,06,Carroll,0507,Liberty High,All Sciences,109,126,1.2,3.05,80,63.5,20200210
2019,06,Carroll,0507,Liberty High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,06,Carroll,0510,Century High,All Subjects,354,591,1.7,3.14,421,71.2,20200210
2019,06,Carroll,0510,Century High,All Arts,26,28,1.1,3.71,22,78.6,20200210
2019,06,Carroll,0510,Century High,All English,184,184,1,3.15,133,72.3,20200210
2019,06,Carroll,0510,Century High,All History & Social Science,205,213,1,3.13,148,69.5,20200210
2019,06,Carroll,0510,Century High,All Math & Computer Science,84,89,1.1,3.1,63,70.8,20200210
2019,06,Carroll,0510,Century High,All Sciences,56,63,1.1,3.11,48,76.2,20200210
2019,06,Carroll,0510,Century High,All World Languages & Cultures,13,14,1.1,2.64,7,50,20200210
2019,06,Carroll,0602,Manchester Valley High,All Subjects,234,379,1.6,3.12,263,69.4,20200210
2019,06,Carroll,0602,Manchester Valley High,All Arts,*,*,*,*,*,*,20200210
2019,06,Carroll,0602,Manchester Valley High,All English,127,127,1,3.06,86,67.7,20200210
2019,06,Carroll,0602,Manchester Valley High,All History & Social Science,149,168,1.1,3.16,121,72,20200210
2019,06,Carroll,0602,Manchester Valley High,All Math & Computer Science,24,25,1,3.2,18,72,20200210
2019,06,Carroll,0602,Manchester Valley High,All Sciences,46,52,1.1,3.04,33,63.5,20200210
2019,06,Carroll,0602,Manchester Valley High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,06,Carroll,0704,Winters Mill High,All Subjects,196,296,1.5,2.95,186,62.8,20200210
2019,06,Carroll,0704,Winters Mill High,All Arts,11,11,1,4.09,*,>= 95.0,20200210
2019,06,Carroll,0704,Winters Mill High,All English,92,97,1.1,2.77,56,57.7,20200210
2019,06,Carroll,0704,Winters Mill High,All History & Social Science,110,120,1.1,3.11,82,68.3,20200210
2019,06,Carroll,0704,Winters Mill High,All Math & Computer Science,38,39,1,2.9,23,59,20200210
2019,06,Carroll,0704,Winters Mill High,All Sciences,23,24,1,2.58,12,50,20200210
2019,06,Carroll,0704,Winters Mill High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,06,Carroll,0707,Westminster High,All Subjects,458,690,1.5,3.05,467,67.7,20200210
2019,06,Carroll,0707,Westminster High,All Arts,*,*,*,*,*,*,20200210
2019,06,Carroll,0707,Westminster High,All English,119,120,1,3.06,83,69.2,20200210
2019,06,Carroll,0707,Westminster High,All History & Social Science,347,369,1.1,3,245,66.4,20200210
2019,06,Carroll,0707,Westminster High,All Math & Computer Science,70,76,1.1,3.21,55,72.4,20200210
2019,06,Carroll,0707,Westminster High,All Sciences,91,107,1.2,2.94,66,61.7,20200210
2019,06,Carroll,0707,Westminster High,All World Languages & Cultures,14,14,1,3.93,*,>= 95.0,20200210
2019,06,Carroll,1401,South Carroll High,All Subjects,258,417,1.6,2.89,261,62.6,20200210
2019,06,Carroll,1401,South Carroll High,All Arts,10,10,1,3,6,60,20200210
2019,06,Carroll,1401,South Carroll High,All English,87,88,1,2.95,61,69.3,20200210
2019,06,Carroll,1401,South Carroll High,All History & Social Science,196,215,1.1,2.97,140,65.1,20200210
2019,06,Carroll,1401,South Carroll High,All Math & Computer Science,41,46,1.1,3.09,33,71.7,20200210
2019,06,Carroll,1401,South Carroll High,All Sciences,52,52,1,2.19,17,32.7,20200210
2019,06,Carroll,1401,South Carroll High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,06,Carroll,A,All Carroll Schools,All Subjects,2046,3339,1.6,3.07,2253,67.5,20200210
2019,06,Carroll,A,All Carroll Schools,All Arts,81,83,1,3.73,70,84.3,20200210
2019,06,Carroll,A,All Carroll Schools,All English,822,830,1,3.1,586,70.6,20200210
2019,06,Carroll,A,All Carroll Schools,All History & Social Science,1323,1432,1.1,3.09,972,67.9,20200210
2019,06,Carroll,A,All Carroll Schools,All Math & Computer Science,468,505,1.1,3,326,64.6,20200210
2019,06,Carroll,A,All Carroll Schools,All Sciences,387,435,1.1,2.89,260,59.8,20200210
2019,06,Carroll,A,All Carroll Schools,All World Languages & Cultures,53,54,1,3.22,39,72.2,20200210
2019,07,Cecil,0204,Bohemia Manor High,All Subjects,120,218,1.8,2.47,94,43.1,20200210
2019,07,Cecil,0204,Bohemia Manor High,All English,39,39,1,2.72,20,51.3,20200210
2019,07,Cecil,0204,Bohemia Manor High,All History & Social Science,39,39,1,2.74,22,56.4,20200210
2019,07,Cecil,0204,Bohemia Manor High,All Math & Computer Science,75,90,1.2,2.27,32,35.6,20200210
2019,07,Cecil,0204,Bohemia Manor High,All Sciences,44,45,1,2.38,17,37.8,20200210
2019,07,Cecil,0204,Bohemia Manor High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,07,Cecil,0302,Elkton High,All Subjects,133,247,1.9,2.21,89,36,20200210
2019,07,Cecil,0302,Elkton High,All Arts,12,12,1,2.33,5,41.7,20200210
2019,07,Cecil,0302,Elkton High,All English,65,65,1,2.32,24,36.9,20200210
2019,07,Cecil,0302,Elkton High,All History & Social Science,47,48,1,2.83,28,58.3,20200210
2019,07,Cecil,0302,Elkton High,All Math & Computer Science,51,53,1,2.57,25,47.2,20200210
2019,07,Cecil,0302,Elkton High,All Sciences,67,69,1,1.38,7,10.1,20200210
2019,07,Cecil,0514,North East High,All Subjects,134,250,1.9,2.46,119,47.6,20200210
2019,07,Cecil,0514,North East High,All Arts,*,*,*,*,*,*,20200210
2019,07,Cecil,0514,North East High,All English,40,40,1,2.53,20,50,20200210
2019,07,Cecil,0514,North East High,All History & Social Science,68,73,1.1,2.73,44,60.3,20200210
2019,07,Cecil,0514,North East High,All Math & Computer Science,60,65,1.1,2.4,30,46.2,20200210
2019,07,Cecil,0514,North East High,All Sciences,65,65,1,2.11,20,30.8,20200210
2019,07,Cecil,0514,North East High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,07,Cecil,0705,Perryville High,All Subjects,90,183,2,2.42,82,44.8,20200210
2019,07,Cecil,0705,Perryville High,All Arts,*,*,*,*,*,*,20200210
2019,07,Cecil,0705,Perryville High,All English,44,44,1,2.55,23,52.3,20200210
2019,07,Cecil,0705,Perryville High,All History & Social Science,49,49,1,2.37,18,36.7,20200210
2019,07,Cecil,0705,Perryville High,All Math & Computer Science,29,29,1,2.07,7,24.1,20200210
2019,07,Cecil,0705,Perryville High,All Sciences,51,52,1,2.42,27,51.9,20200210
2019,07,Cecil,0705,Perryville High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,07,Cecil,0905,Rising Sun High,All Subjects,179,323,1.8,2.8,178,55.1,20200210
2019,07,Cecil,0905,Rising Sun High,All Arts,*,*,*,*,*,*,20200210
2019,07,Cecil,0905,Rising Sun High,All English,108,108,1,2.57,46,42.6,20200210
2019,07,Cecil,0905,Rising Sun High,All History & Social Science,33,33,1,2.58,18,54.5,20200210
2019,07,Cecil,0905,Rising Sun High,All Math & Computer Science,82,84,1,3.24,61,72.6,20200210
2019,07,Cecil,0905,Rising Sun High,All Sciences,76,83,1.1,2.67,41,49.4,20200210
2019,07,Cecil,0905,Rising Sun High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,07,Cecil,A,All Cecil Schools,All Subjects,656,1221,1.9,2.49,562,46,20200210
2019,07,Cecil,A,All Cecil Schools,All Arts,27,27,1,2.81,18,66.7,20200210
2019,07,Cecil,A,All Cecil Schools,All English,296,296,1,2.53,133,44.9,20200210
2019,07,Cecil,A,All Cecil Schools,All History & Social Science,236,242,1,2.66,130,53.7,20200210
2019,07,Cecil,A,All Cecil Schools,All Math & Computer Science,297,321,1.1,2.58,155,48.3,20200210
2019,07,Cecil,A,All Cecil Schools,All Sciences,303,314,1,2.19,112,35.7,20200210
2019,07,Cecil,A,All Cecil Schools,All World Languages & Cultures,21,21,1,3,14,66.7,20200210
2019,08,Charles,0106,La Plata High School,All Subjects,243,417,1.7,2.72,234,56.1,20200210
2019,08,Charles,0106,La Plata High School,All Arts,11,11,1,3.27,8,72.7,20200210
2019,08,Charles,0106,La Plata High School,All English,106,106,1,2.7,60,56.6,20200210
2019,08,Charles,0106,La Plata High School,All History & Social Science,145,158,1.1,2.99,106,67.1,20200210
2019,08,Charles,0106,La Plata High School,All Math & Computer Science,69,78,1.1,2.21,26,33.3,20200210
2019,08,Charles,0106,La Plata High School,All Sciences,55,59,1.1,2.63,32,54.2,20200210
2019,08,Charles,0106,La Plata High School,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,08,Charles,0108,Maurice J. McDonough High School,All Subjects,137,213,1.6,2.77,117,54.9,20200210
2019,08,Charles,0108,Maurice J. McDonough High School,All Arts,*,*,*,*,*,*,20200210
2019,08,Charles,0108,Maurice J. McDonough High School,All English,45,45,1,3.18,32,71.1,20200210
2019,08,Charles,0108,Maurice J. McDonough High School,All History & Social Science,92,102,1.1,2.77,54,52.9,20200210
2019,08,Charles,0108,Maurice J. McDonough High School,All Math & Computer Science,43,50,1.2,2.44,22,44,20200210
2019,08,Charles,0108,Maurice J. McDonough High School,All Sciences,11,11,1,2.55,6,54.5,20200210
2019,08,Charles,0108,Maurice J. McDonough High School,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,08,Charles,0605,Thomas Stone High School,All Subjects,85,145,1.7,2.29,52,35.9,20200210
2019,08,Charles,0605,Thomas Stone High School,All Arts,*,*,*,*,*,*,20200210
2019,08,Charles,0605,Thomas Stone High School,All English,38,39,1,2.56,19,48.7,20200210
2019,08,Charles,0605,Thomas Stone High School,All History & Social Science,57,70,1.2,2.23,24,34.3,20200210
2019,08,Charles,0605,Thomas Stone High School,All Math & Computer Science,21,23,1.1,2.09,5,21.7,20200210
2019,08,Charles,0605,Thomas Stone High School,All Sciences,11,11,1,1.82,2,18.2,20200210
2019,08,Charles,0619,Westlake High School,All Subjects,167,253,1.5,2.09,82,32.4,20200210
2019,08,Charles,0619,Westlake High School,All Arts,*,*,*,*,*,*,20200210
2019,08,Charles,0619,Westlake High School,All English,49,49,1,2.35,20,40.8,20200210
2019,08,Charles,0619,Westlake High School,All History & Social Science,113,122,1.1,2.13,45,36.9,20200210
2019,08,Charles,0619,Westlake High School,All Math & Computer Science,49,53,1.1,1.68,9,17,20200210
2019,08,Charles,0619,Westlake High School,All Sciences,18,19,1.1,1.89,3,15.8,20200210
2019,08,Charles,0619,Westlake High School,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,08,Charles,0623,North Point High School,All Subjects,321,624,1.9,2.73,345,55.3,20200210
2019,08,Charles,0623,North Point High School,All Arts,13,13,1,2.77,8,61.5,20200210
2019,08,Charles,0623,North Point High School,All English,158,158,1,2.82,97,61.4,20200210
2019,08,Charles,0623,North Point High School,All History & Social Science,215,249,1.2,2.89,153,61.4,20200210
2019,08,Charles,0623,North Point High School,All Math & Computer Science,102,120,1.2,2.49,55,45.8,20200210
2019,08,Charles,0623,North Point High School,All Sciences,65,72,1.1,2.22,23,31.9,20200210
2019,08,Charles,0623,North Point High School,All World Languages & Cultures,11,12,1.1,3.5,9,75,20200210
2019,08,Charles,0708,Robert D. Stethem Educational Center,All Subjects,*,*,*,*,*,*,20200210
2019,08,Charles,0708,Robert D. Stethem Educational Center,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,08,Charles,0802,St. Charles High School,All Subjects,116,232,2,2.31,80,34.5,20200210
2019,08,Charles,0802,St. Charles High School,All Arts,*,*,*,*,*,*,20200210
2019,08,Charles,0802,St. Charles High School,All English,59,59,1,2.42,22,37.3,20200210
2019,08,Charles,0802,St. Charles High School,All History & Social Science,80,111,1.4,2.34,41,36.9,20200210
2019,08,Charles,0802,St. Charles High School,All Math & Computer Science,27,30,1.1,2.13,10,33.3,20200210
2019,08,Charles,0802,St. Charles High School,All Sciences,25,25,1,1.88,3,12,20200210
2019,08,Charles,0802,St. Charles High School,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,08,Charles,1002,Henry E. Lackey High School,All Subjects,89,136,1.5,2.45,61,44.9,20200210
2019,08,Charles,1002,Henry E. Lackey High School,All Arts,14,14,1,3.21,10,71.4,20200210
2019,08,Charles,1002,Henry E. Lackey High School,All English,21,21,1,2.24,6,28.6,20200210
2019,08,Charles,1002,Henry E. Lackey High School,All History & Social Science,69,70,1,2.41,30,42.9,20200210
2019,08,Charles,1002,Henry E. Lackey High School,All Math & Computer Science,18,22,1.2,2.59,13,59.1,20200210
2019,08,Charles,1002,Henry E. Lackey High School,All Sciences,*,*,*,*,*,*,20200210
2019,08,Charles,A,All Charles Schools,All Subjects,1159,2021,1.7,2.55,971,48,20200210
2019,08,Charles,A,All Charles Schools,All Arts,54,54,1,3.04,34,63,20200210
2019,08,Charles,A,All Charles Schools,All English,476,477,1,2.68,256,53.7,20200210
2019,08,Charles,A,All Charles Schools,All History & Social Science,771,882,1.1,2.63,453,51.4,20200210
2019,08,Charles,A,All Charles Schools,All Math & Computer Science,330,377,1.1,2.26,140,37.1,20200210
2019,08,Charles,A,All Charles Schools,All Sciences,194,206,1.1,2.24,71,34.5,20200210
2019,08,Charles,A,All Charles Schools,All World Languages & Cultures,24,25,1,3.24,17,68,20200210
2019,09,Dorchester,0207,North Dorchester High School,All Subjects,89,111,1.2,1.89,27,24.3,20200210
2019,09,Dorchester,0207,North Dorchester High School,All English,12,12,1,2.5,4,33.3,20200210
2019,09,Dorchester,0207,North Dorchester High School,All History & Social Science,68,68,1,1.91,17,25,20200210
2019,09,Dorchester,0207,North Dorchester High School,All Math & Computer Science,24,24,1,1.58,5,20.8,20200210
2019,09,Dorchester,0207,North Dorchester High School,All Sciences,*,*,*,*,*,*,20200210
2019,09,Dorchester,0713,Cambridge-South Dorchester High School,All Subjects,120,168,1.4,2.17,52,31,20200210
2019,09,Dorchester,0713,Cambridge-South Dorchester High School,All Arts,*,*,*,*,*,*,20200210
2019,09,Dorchester,0713,Cambridge-South Dorchester High School,All English,42,43,1,2.28,14,32.6,20200210
2019,09,Dorchester,0713,Cambridge-South Dorchester High School,All History & Social Science,84,86,1,2.24,30,34.9,20200210
2019,09,Dorchester,0713,Cambridge-South Dorchester High School,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,09,Dorchester,0713,Cambridge-South Dorchester High School,All Sciences,33,35,1.1,1.71,5,14.3,20200210
2019,09,Dorchester,A,All Dorchester Schools,All Subjects,209,279,1.3,2.06,79,28.3,20200210
2019,09,Dorchester,A,All Dorchester Schools,All Arts,*,*,*,*,*,*,20200210
2019,09,Dorchester,A,All Dorchester Schools,All English,54,55,1,2.33,18,32.7,20200210
2019,09,Dorchester,A,All Dorchester Schools,All History & Social Science,152,154,1,2.1,47,30.5,20200210
2019,09,Dorchester,A,All Dorchester Schools,All Math & Computer Science,27,27,1,1.78,7,25.9,20200210
2019,09,Dorchester,A,All Dorchester Schools,All Sciences,40,42,1.1,1.71,6,14.3,20200210
2019,10,Frederick,0209,Frederick High,All Subjects,221,390,1.8,3.28,266,68.2,20200210
2019,10,Frederick,0209,Frederick High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,0209,Frederick High,All English,74,74,1,2.76,34,45.9,20200210
2019,10,Frederick,0209,Frederick High,All History & Social Science,171,213,1.2,3.25,151,70.9,20200210
2019,10,Frederick,0209,Frederick High,All Math & Computer Science,43,47,1.1,4.15,43,91.5,20200210
2019,10,Frederick,0209,Frederick High,All Sciences,39,44,1.1,3.16,26,59.1,20200210
2019,10,Frederick,0209,Frederick High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,10,Frederick,0213,Gov. Thomas Johnson High,All Subjects,207,339,1.6,2.97,210,61.9,20200210
2019,10,Frederick,0213,Gov. Thomas Johnson High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,0213,Gov. Thomas Johnson High,All English,18,18,1,3.11,10,55.6,20200210
2019,10,Frederick,0213,Gov. Thomas Johnson High,All History & Social Science,129,148,1.1,2.8,86,58.1,20200210
2019,10,Frederick,0213,Gov. Thomas Johnson High,All Math & Computer Science,50,55,1.1,3.18,35,63.6,20200210
2019,10,Frederick,0213,Gov. Thomas Johnson High,All Sciences,93,106,1.1,2.96,68,64.2,20200210
2019,10,Frederick,0213,Gov. Thomas Johnson High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,10,Frederick,0313,Middletown High,All Subjects,251,401,1.6,3.31,294,73.3,20200210
2019,10,Frederick,0313,Middletown High,All Arts,*,*,*,*,*,*,20200210
2019,10,Frederick,0313,Middletown High,All English,26,27,1,3.44,23,85.2,20200210
