Academic Year,LSS Number,LSS Name,School Number,School Name,AP Subject Group,Students Tested,Number of Exams,Exams per Student,Mean Grade per Exam,Exams with Grades 3-5,% Exams with Grades 3-5,Create Date
2019,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",All History & Social Science,83,84,1,1.57,11,13.1,20200210
2019,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",All Math & Computer Science,19,19,1,1.68,3,15.8,20200210
2019,16,Prince George's,1519,"Dr. Henry A. Wise, Jr. High",All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1708,Northwestern High,All Subjects,216,288,1.3,2.15,100,34.7,20200210
2019,16,Prince George's,1708,Northwestern High,All Arts,15,15,1,2.8,9,60,20200210
2019,16,Prince George's,1708,Northwestern High,All English,47,47,1,1.83,8,17,20200210
2019,16,Prince George's,1708,Northwestern High,All History & Social Science,135,141,1,1.73,31,22,20200210
2019,16,Prince George's,1708,Northwestern High,All Math & Computer Science,11,12,1.1,2.42,5,41.7,20200210
2019,16,Prince George's,1708,Northwestern High,All Sciences,18,18,1,1.78,2,11.1,20200210
2019,16,Prince George's,1708,Northwestern High,All World Languages & Cultures,55,55,1,3.38,45,81.8,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All Subjects,61,103,1.7,1.48,17,16.5,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All AP Capstone,*,*,*,*,*,*,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All Arts,10,10,1,2.7,6,60,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All English,13,13,1,1.15,*,<= 5.0,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All History & Social Science,39,46,1.2,1,*,<= 5.0,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All Sciences,10,10,1,1,*,<= 5.0,20200210
2019,16,Prince George's,1732,International High School @ Langley Park,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,1806,Fairmont Heights High,All Subjects,31,34,1.1,1.35,2,5.9,20200210
2019,16,Prince George's,1806,Fairmont Heights High,All English,31,31,1,1.39,2,6.5,20200210
2019,16,Prince George's,1806,Fairmont Heights High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1810,Central High,All Subjects,72,95,1.3,1.54,13,13.7,20200210
2019,16,Prince George's,1810,Central High,All English,61,61,1,1.38,*,<= 5.0,20200210
2019,16,Prince George's,1810,Central High,All History & Social Science,10,10,1,1,*,<= 5.0,20200210
2019,16,Prince George's,1810,Central High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,1810,Central High,All Sciences,*,*,*,*,*,*,20200210
2019,16,Prince George's,1810,Central High,All World Languages & Cultures,15,15,1,2.87,10,66.7,20200210
2019,16,Prince George's,1909,Parkdale High,All Subjects,160,232,1.5,2.06,66,28.4,20200210
2019,16,Prince George's,1909,Parkdale High,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,1909,Parkdale High,All English,62,62,1,2.05,15,24.2,20200210
2019,16,Prince George's,1909,Parkdale High,All History & Social Science,104,113,1.1,1.84,25,22.1,20200210
2019,16,Prince George's,1909,Parkdale High,All Math & Computer Science,18,18,1,1.78,2,11.1,20200210
2019,16,Prince George's,1909,Parkdale High,All Sciences,15,18,1.2,1.89,5,27.8,20200210
2019,16,Prince George's,1909,Parkdale High,All World Languages & Cultures,13,13,1,4.15,12,92.3,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All Subjects,616,1189,1.9,3.25,898,75.5,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All AP Capstone,95,95,1,2.93,76,80,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All Arts,14,14,1,3.43,10,71.4,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All English,227,230,1,3.67,204,88.7,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All History & Social Science,236,247,1,3.32,195,78.9,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All Math & Computer Science,166,184,1.1,3.23,132,71.7,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All Sciences,316,359,1.1,2.97,233,64.9,20200210
2019,16,Prince George's,2114,Eleanor Roosevelt High,All World Languages & Cultures,60,60,1,3.53,48,80,20200210
2019,16,Prince George's,2142,College Park Academy,All Subjects,52,92,1.8,2.17,30,32.6,20200210
2019,16,Prince George's,2142,College Park Academy,All Arts,*,*,*,*,*,*,20200210
2019,16,Prince George's,2142,College Park Academy,All English,37,37,1,2.43,14,37.8,20200210
2019,16,Prince George's,2142,College Park Academy,All History & Social Science,19,21,1.1,1.9,5,23.8,20200210
2019,16,Prince George's,2142,College Park Academy,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,16,Prince George's,2142,College Park Academy,All Sciences,16,16,1,1.69,3,18.8,20200210
2019,16,Prince George's,2142,College Park Academy,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,16,Prince George's,A,All Prince George's Schools,All Subjects,3246,4842,1.5,2.39,2052,42.4,20200210
2019,16,Prince George's,A,All Prince George's Schools,All AP Capstone,104,104,1,2.88,80,76.9,20200210
2019,16,Prince George's,A,All Prince George's Schools,All Arts,174,175,1,2.9,117,66.9,20200210
2019,16,Prince George's,A,All Prince George's Schools,All English,1203,1208,1,2.28,421,34.9,20200210
2019,16,Prince George's,A,All Prince George's Schools,All History & Social Science,1598,1749,1.1,2.22,660,37.7,20200210
2019,16,Prince George's,A,All Prince George's Schools,All Math & Computer Science,581,610,1,2.37,256,42,20200210
2019,16,Prince George's,A,All Prince George's Schools,All Sciences,661,718,1.1,2.35,285,39.7,20200210
2019,16,Prince George's,A,All Prince George's Schools,All World Languages & Cultures,276,278,1,3.51,233,83.8,20200210
2019,17,Queen Anne's,0301,Queen Anne's County High School,All Subjects,242,391,1.6,3.11,260,66.5,20200210
2019,17,Queen Anne's,0301,Queen Anne's County High School,All English,37,37,1,3.76,35,94.6,20200210
2019,17,Queen Anne's,0301,Queen Anne's County High School,All History & Social Science,198,242,1.2,3.05,156,64.5,20200210
2019,17,Queen Anne's,0301,Queen Anne's County High School,All Math & Computer Science,63,67,1.1,3.22,43,64.2,20200210
2019,17,Queen Anne's,0301,Queen Anne's County High School,All Sciences,44,44,1,2.7,25,56.8,20200210
2019,17,Queen Anne's,0301,Queen Anne's County High School,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,17,Queen Anne's,0405,Kent Island High School,All Subjects,321,534,1.7,3.23,382,71.5,20200210
2019,17,Queen Anne's,0405,Kent Island High School,All Arts,*,*,*,*,*,*,20200210
2019,17,Queen Anne's,0405,Kent Island High School,All English,66,66,1,3.29,55,83.3,20200210
2019,17,Queen Anne's,0405,Kent Island High School,All History & Social Science,218,256,1.2,3.03,165,64.5,20200210
2019,17,Queen Anne's,0405,Kent Island High School,All Math & Computer Science,90,116,1.3,3.5,90,77.6,20200210
2019,17,Queen Anne's,0405,Kent Island High School,All Sciences,72,74,1,3.54,58,78.4,20200210
2019,17,Queen Anne's,0405,Kent Island High School,All World Languages & Cultures,19,19,1,3.32,14,73.7,20200210
2019,17,Queen Anne's,A,All Queen Anne's Schools,All Subjects,563,925,1.6,3.18,642,69.4,20200210
2019,17,Queen Anne's,A,All Queen Anne's Schools,All Arts,*,*,*,*,*,*,20200210
2019,17,Queen Anne's,A,All Queen Anne's Schools,All English,103,103,1,3.46,90,87.4,20200210
2019,17,Queen Anne's,A,All Queen Anne's Schools,All History & Social Science,416,498,1.2,3.04,321,64.5,20200210
2019,17,Queen Anne's,A,All Queen Anne's Schools,All Math & Computer Science,153,183,1.2,3.4,133,72.7,20200210
2019,17,Queen Anne's,A,All Queen Anne's Schools,All Sciences,116,118,1,3.23,83,70.3,20200210
2019,17,Queen Anne's,A,All Queen Anne's Schools,All World Languages & Cultures,20,20,1,3.35,15,75,20200210
2019,18,Saint Mary's,0303,Chopticon High,All Subjects,251,384,1.5,3.15,279,72.7,20200210
2019,18,Saint Mary's,0303,Chopticon High,All Arts,12,13,1.1,2.92,8,61.5,20200210
2019,18,Saint Mary's,0303,Chopticon High,All English,85,85,1,3.04,60,70.6,20200210
2019,18,Saint Mary's,0303,Chopticon High,All History & Social Science,186,199,1.1,3.09,138,69.3,20200210
2019,18,Saint Mary's,0303,Chopticon High,All Math & Computer Science,41,46,1.1,3.35,37,80.4,20200210
2019,18,Saint Mary's,0303,Chopticon High,All Sciences,41,41,1,3.56,36,87.8,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All Subjects,308,626,2,3.42,509,81.3,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All AP Capstone,50,50,1,3.24,43,86,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All Arts,*,*,*,*,*,*,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All English,137,137,1,3.12,98,71.5,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All History & Social Science,165,205,1.2,3.56,163,79.5,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All Math & Computer Science,116,133,1.1,3.56,117,88,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All Sciences,79,85,1.1,3.38,73,85.9,20200210
2019,18,Saint Mary's,0306,Leonardtown High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,18,Saint Mary's,0801,Great Mills High,All Subjects,220,515,2.3,3.18,357,69.3,20200210
2019,18,Saint Mary's,0801,Great Mills High,All AP Capstone,36,36,1,3.39,31,86.1,20200210
2019,18,Saint Mary's,0801,Great Mills High,All Arts,*,*,*,*,*,*,20200210
2019,18,Saint Mary's,0801,Great Mills High,All English,73,75,1,3.33,56,74.7,20200210
2019,18,Saint Mary's,0801,Great Mills High,All History & Social Science,148,163,1.1,2.65,87,53.4,20200210
2019,18,Saint Mary's,0801,Great Mills High,All Math & Computer Science,101,138,1.4,3.5,109,79,20200210
2019,18,Saint Mary's,0801,Great Mills High,All Sciences,76,88,1.2,3.4,60,68.2,20200210
2019,18,Saint Mary's,0801,Great Mills High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All Subjects,779,1525,2,3.27,1145,75.1,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All AP Capstone,86,86,1,3.3,74,86,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All Arts,25,26,1,3.35,21,80.8,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All English,295,297,1,3.15,214,72.1,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All History & Social Science,499,567,1.1,3.13,388,68.4,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All Math & Computer Science,258,317,1.2,3.5,263,83,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All Sciences,196,214,1.1,3.42,169,79,20200210
2019,18,Saint Mary's,A,All Saint Mary's Schools,All World Languages & Cultures,18,18,1,3.44,16,88.9,20200210
2019,19,Somerset,0102,Washington Academy and High School,All Subjects,21,29,1.4,1.9,6,20.7,20200210
2019,19,Somerset,0102,Washington Academy and High School,All Arts,*,*,*,*,*,*,20200210
2019,19,Somerset,0102,Washington Academy and High School,All English,14,14,1,1.57,1,7.1,20200210
2019,19,Somerset,0102,Washington Academy and High School,All History & Social Science,*,*,*,*,*,*,20200210
2019,19,Somerset,0702,Crisfield Academy and High School,All Subjects,13,16,1.2,2.44,7,43.8,20200210
2019,19,Somerset,0702,Crisfield Academy and High School,All English,*,*,*,*,*,*,20200210
2019,19,Somerset,0702,Crisfield Academy and High School,All History & Social Science,*,*,*,*,*,*,20200210
2019,19,Somerset,A,All Somerset Schools,All Subjects,34,45,1.3,2.09,13,28.9,20200210
2019,19,Somerset,A,All Somerset Schools,All Arts,*,*,*,*,*,*,20200210
2019,19,Somerset,A,All Somerset Schools,All English,23,23,1,1.57,*,<= 5.0,20200210
2019,19,Somerset,A,All Somerset Schools,All History & Social Science,16,16,1,2.56,9,56.3,20200210
2019,20,Talbot,0101,Easton High,All Subjects,312,489,1.6,2.81,280,57.3,20200210
2019,20,Talbot,0101,Easton High,All English,128,128,1,2.84,74,57.8,20200210
2019,20,Talbot,0101,Easton High,All History & Social Science,138,142,1,2.91,89,62.7,20200210
2019,20,Talbot,0101,Easton High,All Math & Computer Science,94,99,1.1,2.71,52,52.5,20200210
2019,20,Talbot,0101,Easton High,All Sciences,85,90,1.1,2.41,37,41.1,20200210
2019,20,Talbot,0101,Easton High,All World Languages & Cultures,30,30,1,3.7,28,93.3,20200210
2019,20,Talbot,0202,St. Michaels Middle/High School,All Subjects,75,111,1.5,2.91,66,59.5,20200210
2019,20,Talbot,0202,St. Michaels Middle/High School,All Arts,*,*,*,*,*,*,20200210
2019,20,Talbot,0202,St. Michaels Middle/High School,All English,19,19,1,2.42,7,36.8,20200210
2019,20,Talbot,0202,St. Michaels Middle/High School,All History & Social Science,51,51,1,3.43,41,80.4,20200210
2019,20,Talbot,0202,St. Michaels Middle/High School,All Math & Computer Science,14,15,1.1,2.6,7,46.7,20200210
2019,20,Talbot,0202,St. Michaels Middle/High School,All Sciences,17,17,1,2.29,6,35.3,20200210
2019,20,Talbot,0202,St. Michaels Middle/High School,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,20,Talbot,A,All Talbot Schools,All Subjects,387,600,1.6,2.83,346,57.7,20200210
2019,20,Talbot,A,All Talbot Schools,All Arts,*,*,*,*,*,*,20200210
2019,20,Talbot,A,All Talbot Schools,All English,147,147,1,2.79,81,55.1,20200210
2019,20,Talbot,A,All Talbot Schools,All History & Social Science,189,193,1,3.05,130,67.4,20200210
2019,20,Talbot,A,All Talbot Schools,All Math & Computer Science,108,114,1.1,2.69,59,51.8,20200210
2019,20,Talbot,A,All Talbot Schools,All Sciences,102,107,1,2.39,43,40.2,20200210
2019,20,Talbot,A,All Talbot Schools,All World Languages & Cultures,35,35,1,3.51,29,82.9,20200210
2019,21,Washington,0040,Barbara Ingram School for the Arts,All Subjects,104,157,1.5,2.97,99,63.1,20200210
2019,21,Washington,0040,Barbara Ingram School for the Arts,All Arts,26,26,1,3.58,20,76.9,20200210
2019,21,Washington,0040,Barbara Ingram School for the Arts,All English,61,62,1,2.92,42,67.7,20200210
2019,21,Washington,0040,Barbara Ingram School for the Arts,All History & Social Science,48,49,1,2.67,24,49,20200210
2019,21,Washington,0040,Barbara Ingram School for the Arts,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,21,Washington,0040,Barbara Ingram School for the Arts,All Sciences,10,10,1,2.6,5,50,20200210
2019,21,Washington,0040,Barbara Ingram School for the Arts,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,21,Washington,0204,Williamsport High,All Subjects,119,182,1.5,3.09,127,69.8,20200210
2019,21,Washington,0204,Williamsport High,All Arts,*,*,*,*,*,*,20200210
2019,21,Washington,0204,Williamsport High,All English,46,46,1,3.07,32,69.6,20200210
2019,21,Washington,0204,Williamsport High,All History & Social Science,69,71,1,2.99,48,67.6,20200210
2019,21,Washington,0204,Williamsport High,All Math & Computer Science,33,33,1,3.61,27,81.8,20200210
2019,21,Washington,0204,Williamsport High,All Sciences,18,18,1,2.39,8,44.4,20200210
2019,21,Washington,0204,Williamsport High,All World Languages & Cultures,10,10,1,3.5,9,90,20200210
2019,21,Washington,0301,South Hagerstown High,All Subjects,146,264,1.8,2.48,121,45.8,20200210
2019,21,Washington,0301,South Hagerstown High,All English,59,59,1,2.37,20,33.9,20200210
2019,21,Washington,0301,South Hagerstown High,All History & Social Science,94,111,1.2,2.59,57,51.4,20200210
2019,21,Washington,0301,South Hagerstown High,All Math & Computer Science,20,20,1,2.15,9,45,20200210
2019,21,Washington,0301,South Hagerstown High,All Sciences,58,61,1.1,2.3,23,37.7,20200210
2019,21,Washington,0301,South Hagerstown High,All World Languages & Cultures,13,13,1,3.46,12,92.3,20200210
2019,21,Washington,0305,Washington County Technical High,All Subjects,95,150,1.6,2.71,78,52,20200210
2019,21,Washington,0305,Washington County Technical High,All Arts,*,*,*,*,*,*,20200210
2019,21,Washington,0305,Washington County Technical High,All English,48,48,1,2.67,24,50,20200210
2019,21,Washington,0305,Washington County Technical High,All History & Social Science,57,57,1,2.7,31,54.4,20200210
2019,21,Washington,0305,Washington County Technical High,All Math & Computer Science,17,17,1,2.59,6,35.3,20200210
2019,21,Washington,0305,Washington County Technical High,All Sciences,19,19,1,2.58,8,42.1,20200210
2019,21,Washington,0403,Clear Spring High,All Subjects,83,132,1.6,2.76,75,56.8,20200210
2019,21,Washington,0403,Clear Spring High,All AP Capstone,12,12,1,3.5,11,91.7,20200210
2019,21,Washington,0403,Clear Spring High,All Arts,*,*,*,*,*,*,20200210
2019,21,Washington,0403,Clear Spring High,All English,18,18,1,3.06,13,72.2,20200210
2019,21,Washington,0403,Clear Spring High,All History & Social Science,70,74,1.1,2.51,32,43.2,20200210
2019,21,Washington,0403,Clear Spring High,All Math & Computer Science,12,12,1,2.67,6,50,20200210
2019,21,Washington,0403,Clear Spring High,All Sciences,*,*,*,*,*,*,20200210
2019,21,Washington,0403,Clear Spring High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,21,Washington,0501,Hancock Middle Senior High,All Subjects,23,24,1,2.25,9,37.5,20200210
2019,21,Washington,0501,Hancock Middle Senior High,All English,15,15,1,2.13,4,26.7,20200210
2019,21,Washington,0501,Hancock Middle Senior High,All History & Social Science,*,*,*,*,*,*,20200210
2019,21,Washington,0501,Hancock Middle Senior High,All Math & Computer Science,*,*,*,*,*,*,20200210
2019,21,Washington,0601,Boonsboro High,All Subjects,178,338,1.9,3.38,264,78.1,20200210
2019,21,Washington,0601,Boonsboro High,All English,65,65,1,3.18,46,70.8,20200210
2019,21,Washington,0601,Boonsboro High,All History & Social Science,54,55,1,3.55,46,83.6,20200210
2019,21,Washington,0601,Boonsboro High,All Math & Computer Science,97,112,1.2,3.37,89,79.5,20200210
2019,21,Washington,0601,Boonsboro High,All Sciences,58,80,1.4,3.5,63,78.8,20200210
2019,21,Washington,0601,Boonsboro High,All World Languages & Cultures,26,26,1,3.15,20,76.9,20200210
2019,21,Washington,0701,Smithsburg High,All Subjects,157,242,1.5,2.88,140,57.9,20200210
2019,21,Washington,0701,Smithsburg High,All English,46,46,1,2.89,25,54.3,20200210
2019,21,Washington,0701,Smithsburg High,All History & Social Science,111,120,1.1,2.85,70,58.3,20200210
2019,21,Washington,0701,Smithsburg High,All Math & Computer Science,19,20,1.1,2.75,12,60,20200210
2019,21,Washington,0701,Smithsburg High,All Sciences,47,55,1.2,2.95,32,58.2,20200210
2019,21,Washington,0701,Smithsburg High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,21,Washington,2101,North Hagerstown High,All Subjects,309,517,1.7,2.16,178,34.4,20200210
2019,21,Washington,2101,North Hagerstown High,All English,131,132,1,1.95,29,22,20200210
2019,21,Washington,2101,North Hagerstown High,All History & Social Science,212,265,1.3,2.19,97,36.6,20200210
2019,21,Washington,2101,North Hagerstown High,All Math & Computer Science,99,100,1,2.32,43,43,20200210
2019,21,Washington,2101,North Hagerstown High,All Sciences,16,16,1,2,6,37.5,20200210
2019,21,Washington,2101,North Hagerstown High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,21,Washington,A,All Washington Schools,All Subjects,1214,2006,1.7,2.72,1091,54.4,20200210
2019,21,Washington,A,All Washington Schools,All AP Capstone,12,12,1,3.5,11,91.7,20200210
2019,21,Washington,A,All Washington Schools,All Arts,45,45,1,3.49,38,84.4,20200210
2019,21,Washington,A,All Washington Schools,All English,489,491,1,2.6,235,47.9,20200210
2019,21,Washington,A,All Washington Schools,All History & Social Science,722,809,1.1,2.6,408,50.4,20200210
2019,21,Washington,A,All Washington Schools,All Math & Computer Science,307,324,1.1,2.9,201,62,20200210
2019,21,Washington,A,All Washington Schools,All Sciences,235,268,1.1,2.82,151,56.3,20200210
2019,21,Washington,A,All Washington Schools,All World Languages & Cultures,57,57,1,3.32,47,82.5,20200210
2019,22,Wicomico,0102,Mardela Middle & High,All Subjects,88,114,1.3,2.41,44,38.6,20200210
2019,22,Wicomico,0102,Mardela Middle & High,All Arts,*,*,*,*,*,*,20200210
2019,22,Wicomico,0102,Mardela Middle & High,All English,36,36,1,2.36,12,33.3,20200210
2019,22,Wicomico,0102,Mardela Middle & High,All History & Social Science,60,60,1,2.4,23,38.3,20200210
2019,22,Wicomico,0102,Mardela Middle & High,All Math & Computer Science,11,12,1.1,2.67,7,58.3,20200210
2019,22,Wicomico,0102,Mardela Middle & High,All Sciences,*,*,*,*,*,*,20200210
2019,22,Wicomico,0513,Wicomico High,All Subjects,110,167,1.5,2.71,92,55.1,20200210
2019,22,Wicomico,0513,Wicomico High,All Arts,*,*,*,*,*,*,20200210
2019,22,Wicomico,0513,Wicomico High,All English,31,31,1,2.84,17,54.8,20200210
2019,22,Wicomico,0513,Wicomico High,All History & Social Science,71,72,1,2.76,41,56.9,20200210
2019,22,Wicomico,0513,Wicomico High,All Math & Computer Science,18,23,1.3,2.26,8,34.8,20200210
2019,22,Wicomico,0513,Wicomico High,All Sciences,29,31,1.1,2.61,18,58.1,20200210
2019,22,Wicomico,0513,Wicomico High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,22,Wicomico,1307,James M. Bennett High,All Subjects,253,419,1.7,3,248,59.2,20200210
2019,22,Wicomico,1307,James M. Bennett High,All Arts,*,*,*,*,*,*,20200210
2019,22,Wicomico,1307,James M. Bennett High,All English,89,89,1,2.78,50,56.2,20200210
2019,22,Wicomico,1307,James M. Bennett High,All History & Social Science,201,210,1,3.15,129,61.4,20200210
2019,22,Wicomico,1307,James M. Bennett High,All Math & Computer Science,51,56,1.1,2.96,35,62.5,20200210
2019,22,Wicomico,1307,James M. Bennett High,All Sciences,56,58,1,2.69,29,50,20200210
2019,22,Wicomico,1309,Parkside High,All Subjects,159,214,1.3,2.78,117,54.7,20200210
2019,22,Wicomico,1309,Parkside High,All Arts,*,*,*,*,*,*,20200210
2019,22,Wicomico,1309,Parkside High,All English,40,40,1,2.95,27,67.5,20200210
2019,22,Wicomico,1309,Parkside High,All History & Social Science,125,128,1,2.73,66,51.6,20200210
2019,22,Wicomico,1309,Parkside High,All Math & Computer Science,15,15,1,2.93,8,53.3,20200210
2019,22,Wicomico,1309,Parkside High,All Sciences,21,22,1,2.73,12,54.5,20200210
2019,22,Wicomico,A,All Wicomico Schools,All Subjects,610,914,1.5,2.82,501,54.8,20200210
2019,22,Wicomico,A,All Wicomico Schools,All Arts,20,21,1.1,3.33,14,66.7,20200210
2019,22,Wicomico,A,All Wicomico Schools,All English,196,196,1,2.74,106,54.1,20200210
2019,22,Wicomico,A,All Wicomico Schools,All History & Social Science,457,470,1,2.88,259,55.1,20200210
2019,22,Wicomico,A,All Wicomico Schools,All Math & Computer Science,95,106,1.1,2.77,58,54.7,20200210
2019,22,Wicomico,A,All Wicomico Schools,All Sciences,111,116,1,2.65,60,51.7,20200210
2019,22,Wicomico,A,All Wicomico Schools,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,23,Worcester,0107,Pocomoke High,All Subjects,56,77,1.4,2.39,31,40.3,20200210
2019,23,Worcester,0107,Pocomoke High,All Arts,*,*,*,*,*,*,20200210
2019,23,Worcester,0107,Pocomoke High,All English,*,*,*,*,*,*,20200210
2019,23,Worcester,0107,Pocomoke High,All History & Social Science,35,35,1,2.11,10,28.6,20200210
2019,23,Worcester,0107,Pocomoke High,All Math & Computer Science,24,24,1,2.67,11,45.8,20200210
2019,23,Worcester,0107,Pocomoke High,All Sciences,10,10,1,2.4,4,40,20200210
2019,23,Worcester,0207,Snow Hill High,All Subjects,70,93,1.3,2.85,51,54.8,20200210
2019,23,Worcester,0207,Snow Hill High,All Arts,*,*,*,*,*,*,20200210
2019,23,Worcester,0207,Snow Hill High,All English,11,11,1,2.73,5,45.5,20200210
2019,23,Worcester,0207,Snow Hill High,All History & Social Science,31,31,1,2.55,13,41.9,20200210
2019,23,Worcester,0207,Snow Hill High,All Math & Computer Science,21,24,1.1,3.75,21,87.5,20200210
2019,23,Worcester,0207,Snow Hill High,All Sciences,21,21,1,2.24,7,33.3,20200210
2019,23,Worcester,0207,Snow Hill High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,23,Worcester,0310,Stephen Decatur High,All Subjects,247,375,1.5,3.46,299,79.7,20200210
2019,23,Worcester,0310,Stephen Decatur High,All Arts,10,11,1.1,3.91,*,>= 95.0,20200210
2019,23,Worcester,0310,Stephen Decatur High,All English,22,23,1,3.13,16,69.6,20200210
2019,23,Worcester,0310,Stephen Decatur High,All History & Social Science,127,133,1,3.51,108,81.2,20200210
2019,23,Worcester,0310,Stephen Decatur High,All Math & Computer Science,108,122,1.1,3.42,95,77.9,20200210
2019,23,Worcester,0310,Stephen Decatur High,All Sciences,75,78,1,3.35,61,78.2,20200210
2019,23,Worcester,0310,Stephen Decatur High,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,23,Worcester,A,All Worcester Schools,All Subjects,373,545,1.5,3.21,381,69.9,20200210
2019,23,Worcester,A,All Worcester Schools,All Arts,13,14,1.1,3.71,13,92.9,20200210
2019,23,Worcester,A,All Worcester Schools,All English,39,40,1,2.98,26,65,20200210
2019,23,Worcester,A,All Worcester Schools,All History & Social Science,193,199,1,3.12,131,65.8,20200210
2019,23,Worcester,A,All Worcester Schools,All Math & Computer Science,153,170,1.1,3.36,127,74.7,20200210
2019,23,Worcester,A,All Worcester Schools,All Sciences,106,109,1,3.05,72,66.1,20200210
2019,23,Worcester,A,All Worcester Schools,All World Languages & Cultures,13,13,1,4.08,12,92.3,20200210
2019,24,Non-Public,1000,MD School for the Deaf - Frederick,All Subjects,*,*,*,*,*,*,20200210
2019,24,Non-Public,1000,MD School for the Deaf - Frederick,All English,*,*,*,*,*,*,20200210
2019,24,Non-Public,A,All Non-Public Schools,All Subjects,*,*,*,*,*,*,20200210
2019,24,Non-Public,A,All Non-Public Schools,All English,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0239,Benjamin Franklin High School at Masonville Cove,All Subjects,18,21,1.2,1.86,6,28.6,20200210
2019,30,Baltimore City,0239,Benjamin Franklin High School at Masonville Cove,All English,14,14,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0239,Benjamin Franklin High School at Masonville Cove,All World Languages & Cultures,*,*,*,*,*,*,20200210
2019,30,Baltimore City,0325,ConneXions: A  Community Based Arts School,All Subjects,13,13,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0325,ConneXions: A  Community Based Arts School,All English,13,13,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0341,The Reach! Partnership School,All Subjects,46,46,1,1.04,*,<= 5.0,20200210
2019,30,Baltimore City,0341,The Reach! Partnership School,All English,30,30,1,1.03,*,<= 5.0,20200210
2019,30,Baltimore City,0341,The Reach! Partnership School,All History & Social Science,16,16,1,1.06,*,<= 5.0,20200210
2019,30,Baltimore City,0348,Baltimore Leadership School for Young Women,All Subjects,32,43,1.3,1.86,13,30.2,20200210
2019,30,Baltimore City,0348,Baltimore Leadership School for Young Women,All AP Capstone,24,24,1,2.54,13,54.2,20200210
2019,30,Baltimore City,0348,Baltimore Leadership School for Young Women,All Sciences,19,19,1,1,*,<= 5.0,20200210
2019,30,Baltimore City,0376,City Neighbors High,All Subjects,19,19,1,1.16,*,<= 5.0,20200210
2019,30,Baltimore City,0376,City Neighbors High,All English,19,19,1,1.16,*,<= 5.0,20200210
2019,30,Baltimore City,0382,Baltimore Design School,All Subjects,49,87,1.8,1.23,*,<= 5.0,20200210
